id_order_line,id_orders,id_products,quantity,requested_qty,returned_flag
42432,21089,106,2,2,False
42433,21090,201,2,2,True
42434,21090,73,1,1,True
42435,21091,10,1,1,False
42436,21092,233,1,1,False
42437,21092,378,3,3,False
42438,21092,336,2,2,False
42439,21093,271,1,1,False
42440,21094,225,1,1,True
42441,21094,247,2,2,True
42442,21094,137,3,3,True
42443,21095,201,3,3,False
42444,21096,235,1,1,False
42445,21096,197,3,3,False
42446,21097,281,2,2,False
42447,21097,336,2,2,False
42448,21098,31,1,1,True
42449,21098,315,4,4,True
42450,21099,10,1,1,True
42451,21099,135,1,1,True
42452,21100,32,2,2,True
42453,21101,127,2,2,False
42454,21102,240,3,3,False
42455,21103,162,1,1,False
42456,21103,153,1,1,False
42457,21103,148,1,1,False
42458,21104,133,1,1,False
42459,21105,350,2,2,False
42460,21106,297,3,3,True
42461,21106,191,1,1,True
42462,21106,352,4,4,True
42463,21107,330,2,2,False
42464,21108,55,1,1,False
42465,21109,64,1,1,False
42466,21110,321,1,1,False
42467,21110,295,1,1,False
42468,21110,103,1,1,False
42469,21111,88,1,1,False
42470,21111,81,2,2,False
42471,21111,76,1,1,False
42472,21112,243,1,1,False
42473,21112,8,1,1,False
42474,21112,237,4,4,False
42475,21113,103,1,1,False
42476,21113,303,1,1,False
42477,21113,75,1,1,False
42478,21114,7,3,3,False
42479,21114,306,2,2,False
42480,21115,118,1,1,False
42481,21115,340,1,1,False
42482,21115,43,1,1,False
42483,21116,70,1,1,False
42484,21116,106,1,1,False
42485,21116,192,1,1,False
42486,21117,179,1,1,False
42487,21118,341,2,2,True
42488,21119,177,2,2,False
42489,21119,363,2,2,False
42490,21120,257,1,1,False
42491,21120,65,4,4,False
42492,21120,229,1,1,False
42493,21121,280,1,1,True
42494,21122,157,1,1,False
42495,21122,58,1,1,False
42496,21122,361,2,2,False
42497,21123,257,2,2,False
42498,21124,239,1,1,True
42499,21124,154,1,1,True
42500,21125,235,1,1,False
42501,21126,335,1,1,False
42502,21127,247,3,3,False
42503,21127,230,1,1,False
42504,21128,334,1,1,False
42505,21129,97,1,1,False
42506,21130,223,2,2,False
42507,21130,78,1,1,False
42508,21131,118,2,2,True
42509,21132,319,2,2,False
42510,21132,48,1,1,False
42511,21133,201,1,1,False
42512,21134,128,1,1,True
42513,21134,34,1,1,True
42514,21134,192,1,1,True
42515,21135,90,2,2,False
42516,21135,279,1,1,False
42517,21135,343,2,2,False
42518,21136,243,1,1,False
42519,21137,282,1,1,False
42520,21138,12,1,1,False
42521,21139,128,1,1,False
42522,21139,344,2,2,False
42523,21140,225,1,1,False
42524,21140,177,1,1,False
42525,21140,353,1,1,False
42526,21141,191,1,1,False
42527,21141,324,2,2,False
42528,21142,275,1,1,True
42529,21142,372,1,1,True
42530,21142,156,1,1,True
42531,21143,272,2,2,False
42532,21143,364,2,2,False
42533,21144,274,1,1,False
42534,21145,362,1,1,False
42535,21145,37,3,3,False
42536,21145,208,1,1,False
42537,21146,355,3,3,False
42538,21146,86,1,1,False
42539,21147,179,1,1,False
42540,21148,176,3,3,False
42541,21148,131,4,4,False
42542,21148,209,4,4,False
42543,21149,361,1,1,False
42544,21150,315,3,3,False
42545,21150,363,1,1,False
42546,21150,115,2,2,False
42547,21151,59,1,1,False
42548,21151,196,1,1,False
42549,21151,62,1,1,False
42550,21152,384,1,1,True
42551,21152,139,1,1,True
42552,21153,214,3,3,False
42553,21153,313,4,4,False
42554,21153,35,3,3,False
42555,21154,225,1,1,False
42556,21154,310,1,1,False
42557,21154,185,1,1,False
42558,21155,24,3,3,False
42559,21156,369,1,1,False
42560,21156,175,2,2,False
42561,21156,119,1,1,False
42562,21157,252,1,1,False
42563,21157,39,1,1,False
42564,21158,120,1,1,False
42565,21158,50,1,1,False
42566,21159,213,2,2,False
42567,21159,223,1,1,False
42568,21160,247,2,2,True
42569,21161,140,1,1,False
42570,21161,372,1,1,False
42571,21162,239,1,1,False
42572,21163,236,2,2,True
42573,21163,233,1,1,True
42574,21164,253,3,3,True
42575,21164,332,1,1,True
42576,21165,313,3,3,False
42577,21166,83,3,3,True
42578,21166,359,1,1,True
42579,21167,113,3,3,False
42580,21167,109,1,1,False
42581,21168,193,2,2,False
42582,21168,103,1,1,False
42583,21168,282,3,3,False
42584,21169,254,1,1,False
42585,21169,376,1,1,False
42586,21169,186,2,2,False
42587,21170,323,1,1,True
42588,21170,143,1,1,True
42589,21170,211,1,1,True
42590,21171,218,3,3,False
42591,21171,158,1,1,False
42592,21172,251,1,1,False
42593,21173,47,1,1,True
42594,21174,248,1,1,False
42595,21174,101,2,2,False
42596,21174,148,1,1,False
42597,21175,361,3,3,False
42598,21176,215,1,1,False
42599,21176,373,1,1,False
42600,21176,149,1,1,False
42601,21177,63,1,1,False
42602,21177,273,1,1,False
42603,21177,30,1,1,False
42604,21178,171,2,2,False
42605,21178,297,3,3,False
42606,21179,366,1,1,False
42607,21180,91,1,1,False
42608,21180,364,2,2,False
42609,21181,257,1,1,False
42610,21181,237,2,2,False
42611,21182,106,2,2,False
42612,21182,13,1,1,False
42613,21182,162,1,1,False
42614,21183,360,1,1,False
42615,21183,107,1,1,False
42616,21183,379,1,1,False
42617,21184,368,1,1,False
42618,21184,356,1,1,False
42619,21184,292,2,2,False
42620,21185,120,1,1,True
42621,21185,6,1,1,True
42622,21186,13,1,1,False
42623,21186,382,1,1,False
42624,21187,58,1,1,True
42625,21187,220,2,2,True
42626,21187,102,1,1,True
42627,21188,368,1,1,False
42628,21188,180,1,1,False
42629,21188,29,3,3,False
42630,21189,245,4,4,False
42631,21190,23,2,2,False
42632,21191,222,1,1,False
42633,21191,293,1,1,False
42634,21192,49,2,2,False
42635,21192,283,4,4,False
42636,21192,240,1,1,False
42637,21193,68,1,1,False
42638,21193,294,4,4,False
42639,21193,236,5,5,False
42640,21194,137,2,2,False
42641,21194,195,1,1,False
42642,21194,123,1,1,False
42643,21195,369,2,2,False
42644,21195,24,1,1,False
42645,21195,347,1,1,False
42646,21196,13,1,1,False
42647,21196,294,5,5,False
42648,21196,197,3,3,False
42649,21197,148,2,2,False
42650,21198,91,1,1,False
42651,21198,101,1,1,False
42652,21199,73,1,1,False
42653,21199,89,1,1,False
42654,21199,91,1,1,False
42655,21200,264,1,1,False
42656,21200,314,1,1,False
42657,21200,63,2,2,False
42658,21201,270,1,1,False
42659,21201,302,1,1,False
42660,21201,103,3,3,False
42661,21202,375,2,2,False
42662,21202,319,5,5,False
42663,21203,56,2,2,False
42664,21203,382,1,1,False
42665,21204,77,1,1,False
42666,21204,279,1,1,False
42667,21205,227,2,2,False
42668,21206,180,1,1,False
42669,21207,364,1,1,False
42670,21207,21,1,1,False
42671,21208,80,1,1,False
42672,21208,267,1,1,False
42673,21208,264,2,2,False
42674,21209,268,2,2,False
42675,21209,341,1,1,False
42676,21210,354,2,2,False
42677,21210,240,4,4,False
42678,21210,53,2,2,False
42679,21211,22,1,1,False
42680,21212,20,2,2,False
42681,21213,151,1,1,False
42682,21214,78,3,3,True
42683,21214,93,2,2,True
42684,21215,276,1,1,False
42685,21215,293,1,1,False
42686,21216,117,1,1,False
42687,21216,338,1,1,False
42688,21217,76,1,1,False
42689,21217,347,2,2,False
42690,21218,262,2,2,False
42691,21219,271,4,4,False
42692,21219,239,1,1,False
42693,21219,276,1,1,False
42694,21220,36,1,1,False
42695,21220,201,1,1,False
42696,21220,243,2,2,False
42697,21221,373,3,3,False
42698,21222,16,1,1,False
42699,21223,266,3,3,False
42700,21224,188,4,4,False
42701,21224,102,1,1,False
42702,21225,340,1,1,False
42703,21225,330,1,1,False
42704,21226,106,1,1,False
42705,21226,238,3,3,False
42706,21226,214,4,4,False
42707,21227,206,3,3,False
42708,21227,349,1,1,False
42709,21227,202,1,1,False
42710,21228,66,1,1,False
42711,21228,179,1,1,False
42712,21229,71,3,3,False
42713,21230,352,1,1,False
42714,21231,237,1,1,False
42715,21231,22,1,1,False
42716,21231,159,1,1,False
42717,21232,137,3,3,False
42718,21233,130,2,2,False
42719,21234,12,1,1,False
42720,21234,369,1,1,False
42721,21234,359,2,2,False
42722,21235,317,3,3,False
42723,21235,213,1,1,False
42724,21235,189,2,2,False
42725,21236,161,1,1,True
42726,21237,34,2,2,False
42727,21237,162,1,1,False
42728,21237,249,1,1,False
42729,21238,177,1,1,False
42730,21239,304,1,1,False
42731,21240,348,1,1,False
42732,21241,71,1,1,False
42733,21242,150,1,1,False
42734,21243,87,3,3,False
42735,21243,250,1,1,False
42736,21243,287,1,1,False
42737,21244,98,1,1,False
42738,21244,38,1,1,False
42739,21244,268,1,1,False
42740,21245,153,3,3,False
42741,21245,31,1,1,False
42742,21246,178,1,1,False
42743,21247,92,1,1,False
42744,21247,276,1,1,False
42745,21247,76,2,2,False
42746,21248,154,1,1,True
42747,21249,330,2,2,False
42748,21249,258,1,1,False
42749,21249,251,2,2,False
42750,21250,64,1,1,False
42751,21250,61,1,1,False
42752,21251,329,1,1,False
42753,21252,170,1,1,False
42754,21252,369,1,1,False
42755,21253,205,1,1,False
42756,21254,43,1,1,False
42757,21254,334,1,1,False
42758,21255,243,1,1,False
42759,21255,226,2,2,False
42760,21255,343,1,1,False
42761,21256,265,1,1,True
42762,21256,287,1,1,True
42763,21256,340,1,1,True
42764,21257,290,2,2,True
42765,21257,257,1,1,True
42766,21257,247,1,1,True
42767,21258,331,2,2,False
42768,21258,136,1,1,False
42769,21259,371,1,1,False
42770,21259,23,1,1,False
42771,21259,274,1,1,False
42772,21260,374,1,1,True
42773,21261,81,2,2,False
42774,21262,91,1,1,False
42775,21263,79,1,1,True
42776,21263,214,1,1,True
42777,21264,47,2,2,False
42778,21264,116,1,1,False
42779,21265,258,1,1,False
42780,21265,374,5,5,False
42781,21266,174,4,4,False
42782,21266,268,3,3,False
42783,21267,44,2,2,False
42784,21267,101,3,3,False
42785,21268,248,3,3,False
42786,21269,212,1,1,False
42787,21270,374,3,3,False
42788,21270,116,2,2,False
42789,21270,138,1,1,False
42790,21271,80,1,1,False
42791,21271,98,2,2,False
42792,21271,294,1,1,False
42793,21272,106,2,2,False
42794,21272,262,1,1,False
42795,21272,67,1,1,False
42796,21273,311,1,1,True
42797,21273,16,1,1,True
42798,21273,89,3,3,True
42799,21274,272,1,1,False
42800,21274,228,1,1,False
42801,21274,12,4,4,False
42802,21275,235,1,1,False
42803,21275,202,2,2,False
42804,21275,205,1,1,False
42805,21276,36,1,1,True
42806,21277,222,3,3,False
42807,21277,56,1,1,False
42808,21277,325,2,2,False
42809,21278,291,1,1,False
42810,21279,130,1,1,False
42811,21280,219,1,1,True
42812,21281,256,1,1,False
42813,21282,151,5,5,False
42814,21282,62,1,1,False
42815,21282,145,1,1,False
42816,21283,261,1,1,True
42817,21284,203,1,1,False
42818,21285,62,1,1,False
42819,21285,168,2,2,False
42820,21285,209,2,2,False
42821,21286,242,1,1,False
42822,21287,384,2,2,False
42823,21287,188,2,2,False
42824,21288,81,1,1,False
42825,21288,70,1,1,False
42826,21288,303,1,1,False
42827,21289,61,1,1,False
42828,21290,199,2,2,False
42829,21290,61,4,4,False
42830,21290,254,3,3,False
42831,21291,119,5,5,False
42832,21291,300,1,1,False
42833,21292,352,3,3,False
42834,21292,346,1,1,False
42835,21292,290,3,3,False
42836,21293,314,4,4,False
42837,21293,51,1,1,False
42838,21294,20,1,1,True
42839,21294,241,4,4,True
42840,21294,206,1,1,True
42841,21295,69,1,1,False
42842,21296,203,2,2,False
42843,21296,62,2,2,False
42844,21296,345,2,2,False
42845,21297,178,1,1,False
42846,21298,115,1,1,False
42847,21299,227,1,1,False
42848,21299,346,2,2,False
42849,21300,285,3,3,False
42850,21300,80,1,1,False
42851,21301,94,3,3,False
42852,21301,203,1,1,False
42853,21301,82,1,1,False
42854,21302,255,1,1,False
42855,21302,268,2,2,False
42856,21302,88,3,3,False
42857,21303,132,1,1,True
42858,21303,215,1,1,True
42859,21303,70,2,2,True
42860,21304,332,1,1,False
42861,21304,280,1,1,False
42862,21305,129,1,1,False
42863,21305,377,4,4,False
42864,21306,343,1,1,False
42865,21306,317,2,2,False
42866,21307,67,1,1,False
42867,21308,327,1,1,False
42868,21308,275,1,1,False
42869,21309,92,2,2,False
42870,21310,13,1,1,False
42871,21310,218,2,2,False
42872,21310,141,1,1,False
42873,21311,52,5,5,False
42874,21312,160,1,1,False
42875,21313,324,1,1,False
42876,21314,297,1,1,False
42877,21314,28,2,2,False
42878,21314,55,2,2,False
42879,21315,178,1,1,False
42880,21315,323,1,1,False
42881,21316,233,1,1,False
42882,21316,56,1,1,False
42883,21316,309,1,1,False
42884,21317,244,1,1,False
42885,21317,216,1,1,False
42886,21318,102,1,1,False
42887,21318,284,2,2,False
42888,21319,157,1,1,False
42889,21319,89,1,1,False
42890,21320,147,1,1,False
42891,21320,14,1,1,False
42892,21320,262,1,1,False
42893,21321,11,3,3,False
42894,21322,93,2,2,False
42895,21323,181,4,4,False
42896,21324,159,2,2,False
42897,21325,67,1,1,False
42898,21325,15,1,1,False
42899,21326,103,5,5,False
42900,21326,202,2,2,False
42901,21327,358,1,1,False
42902,21328,181,2,2,False
42903,21328,80,1,1,False
42904,21329,74,2,2,False
42905,21329,211,3,3,False
42906,21330,52,4,4,False
42907,21330,256,1,1,False
42908,21330,359,2,2,False
42909,21331,50,1,1,False
42910,21331,169,1,1,False
42911,21332,182,1,1,False
42912,21333,353,1,1,True
42913,21334,48,3,3,False
42914,21335,349,1,1,False
42915,21336,144,1,1,True
42916,21337,229,1,1,False
42917,21337,356,2,2,False
42918,21338,166,1,1,False
42919,21338,380,2,2,False
42920,21338,17,1,1,False
42921,21339,46,1,1,False
42922,21340,365,1,1,False
42923,21340,180,1,1,False
42924,21340,299,1,1,False
42925,21341,368,4,4,False
42926,21341,190,1,1,False
42927,21341,348,1,1,False
42928,21342,380,1,1,False
42929,21342,186,1,1,False
42930,21343,194,2,2,False
42931,21344,87,1,1,False
42932,21344,369,1,1,False
42933,21344,99,1,1,False
42934,21345,164,1,1,False
42935,21346,55,1,1,False
42936,21346,130,1,1,False
42937,21347,308,1,1,False
42938,21347,251,2,2,False
42939,21348,152,1,1,False
42940,21348,219,1,1,False
42941,21349,18,1,1,False
42942,21349,259,1,1,False
42943,21349,2,1,1,False
42944,21350,170,2,2,False
42945,21350,300,1,1,False
42946,21350,285,1,1,False
42947,21351,134,2,2,False
42948,21351,223,1,1,False
42949,21352,293,2,2,False
42950,21353,298,2,2,False
42951,21354,357,5,5,False
42952,21355,50,1,1,False
42953,21356,299,1,1,False
42954,21356,50,2,2,False
42955,21357,243,1,1,False
42956,21357,202,3,3,False
42957,21358,299,1,1,False
42958,21359,36,2,2,True
42959,21360,306,1,1,False
42960,21360,16,1,1,False
42961,21360,46,1,1,False
42962,21361,303,1,1,False
42963,21362,239,3,3,False
42964,21363,140,1,1,False
42965,21363,242,2,2,False
42966,21364,226,1,1,False
42967,21364,182,3,3,False
42968,21364,352,1,1,False
42969,21365,179,1,1,False
42970,21365,291,1,1,False
42971,21365,67,1,1,False
42972,21366,11,1,1,False
42973,21366,216,3,3,False
42974,21366,288,2,2,False
42975,21367,310,1,1,False
42976,21368,98,1,1,False
42977,21368,373,1,1,False
42978,21368,40,1,1,False
42979,21369,296,2,2,False
42980,21370,132,4,4,True
42981,21371,123,1,1,False
42982,21371,208,1,1,False
42983,21371,252,2,2,False
42984,21372,229,1,1,False
42985,21372,273,2,2,False
42986,21373,67,1,1,False
42987,21373,272,1,1,False
42988,21374,76,1,1,True
42989,21375,217,1,1,False
42990,21375,52,2,2,False
42991,21376,251,1,1,False
42992,21376,21,3,3,False
42993,21376,384,4,4,False
42994,21377,50,1,1,False
42995,21377,339,1,1,False
42996,21378,121,2,2,False
42997,21378,67,1,1,False
42998,21378,253,2,2,False
42999,21379,141,1,1,False
43000,21379,308,3,3,False
43001,21379,267,5,5,False
43002,21380,328,1,1,False
43003,21381,349,1,1,False
43004,21381,259,1,1,False
43005,21382,161,1,1,False
43006,21382,228,2,2,False
43007,21383,75,1,1,True
43008,21384,181,1,1,False
43009,21384,229,1,1,False
43010,21384,214,2,2,False
43011,21385,53,1,1,False
43012,21386,81,1,1,False
43013,21386,223,1,1,False
43014,21386,3,2,2,False
43015,21387,271,4,4,False
43016,21387,384,1,1,False
43017,21387,260,1,1,False
43018,21388,6,1,1,False
43019,21388,64,1,1,False
43020,21388,349,2,2,False
43021,21389,215,1,1,False
43022,21390,156,1,1,False
43023,21391,286,1,1,False
43024,21391,36,1,1,False
43025,21391,225,1,1,False
43026,21392,92,1,1,False
43027,21393,113,2,2,False
43028,21393,64,1,1,False
43029,21394,118,1,1,False
43030,21394,52,1,1,False
43031,21395,6,1,1,False
43032,21395,141,1,1,False
43033,21395,146,1,1,False
43034,21396,374,3,3,False
43035,21397,256,2,2,False
43036,21398,299,1,1,False
43037,21398,265,1,1,False
43038,21398,65,1,1,False
43039,21399,225,1,1,False
43040,21400,40,1,1,True
43041,21401,144,1,1,False
43042,21401,290,1,1,False
43043,21402,68,4,4,False
43044,21403,194,1,1,True
43045,21403,106,1,1,True
43046,21403,217,1,1,True
43047,21404,87,2,2,False
43048,21404,216,1,1,False
43049,21405,5,2,2,False
43050,21406,136,1,1,False
43051,21406,263,1,1,False
43052,21406,127,1,1,False
43053,21407,76,2,2,False
43054,21408,203,3,3,True
43055,21408,52,1,1,True
43056,21408,197,1,1,True
43057,21409,364,3,3,True
43058,21409,93,1,1,True
43059,21410,229,1,1,False
43060,21411,243,2,2,False
43061,21411,263,4,4,False
43062,21412,84,2,2,False
43063,21412,48,4,4,False
43064,21412,78,1,1,False
43065,21413,130,1,1,False
43066,21413,224,1,1,False
43067,21413,120,1,1,False
43068,21414,60,2,2,False
43069,21415,374,1,1,False
43070,21415,19,1,1,False
43071,21415,314,3,3,False
43072,21416,175,1,1,False
43073,21416,322,2,2,False
43074,21417,173,1,1,False
43075,21418,354,1,1,True
43076,21419,198,1,1,False
43077,21420,272,2,2,False
43078,21421,58,1,1,False
43079,21421,45,1,1,False
43080,21421,122,1,1,False
43081,21422,284,1,1,False
43082,21422,9,1,1,False
43083,21423,315,3,3,False
43084,21423,33,1,1,False
43085,21423,296,2,2,False
43086,21424,106,1,1,False
43087,21424,173,1,1,False
43088,21424,151,1,1,False
43089,21425,95,3,3,False
43090,21425,164,1,1,False
43091,21426,122,1,1,False
43092,21426,13,4,4,False
43093,21426,236,3,3,False
43094,21427,194,1,1,True
43095,21427,363,3,3,True
43096,21427,189,4,4,True
43097,21428,228,2,2,False
43098,21428,237,2,2,False
43099,21429,14,1,1,False
43100,21429,334,2,2,False
43101,21429,303,1,1,False
43102,21430,292,1,1,False
43103,21431,165,1,1,False
43104,21432,210,2,2,True
43105,21432,143,3,3,True
43106,21432,383,1,1,True
43107,21433,206,2,2,False
43108,21433,353,1,1,False
43109,21433,370,3,3,False
43110,21434,353,1,1,False
43111,21434,243,3,3,False
43112,21435,50,2,2,False
43113,21435,88,1,1,False
43114,21436,256,1,1,True
43115,21436,91,1,1,True
43116,21436,260,1,1,True
43117,21437,308,3,3,False
43118,21438,191,1,1,False
43119,21438,196,1,1,False
43120,21439,281,1,1,False
43121,21439,311,1,1,False
43122,21440,262,1,1,True
43123,21441,27,1,1,False
43124,21441,154,2,2,False
43125,21442,120,2,2,False
43126,21442,331,1,1,False
43127,21443,317,1,1,False
43128,21444,294,1,1,True
43129,21445,229,3,3,True
43130,21445,344,1,1,True
43131,21445,151,1,1,True
43132,21446,45,1,1,True
43133,21446,8,1,1,True
43134,21446,102,2,2,True
43135,21447,271,1,1,False
43136,21447,273,1,1,False
43137,21448,124,5,5,False
43138,21448,180,2,2,False
43139,21448,126,2,2,False
43140,21449,1,1,1,False
43141,21449,68,2,2,False
43142,21450,8,1,1,False
43143,21450,167,3,3,False
43144,21450,361,1,1,False
43145,21451,86,2,2,False
43146,21452,180,1,1,False
43147,21452,270,2,2,False
43148,21452,321,1,1,False
43149,21453,384,1,1,False
43150,21454,357,1,1,False
43151,21454,71,3,3,False
43152,21455,159,2,2,False
43153,21456,165,2,2,False
43154,21456,272,2,2,False
43155,21457,376,3,3,False
43156,21457,73,1,1,False
43157,21458,22,1,1,False
43158,21458,285,1,1,False
43159,21459,96,1,1,False
43160,21460,241,1,1,False
43161,21460,31,1,1,False
43162,21460,361,2,2,False
43163,21461,136,3,3,False
43164,21462,271,2,2,True
43165,21462,106,1,1,True
43166,21463,107,1,1,False
43167,21463,16,1,1,False
43168,21463,65,1,1,False
43169,21464,321,1,1,False
43170,21464,243,1,1,False
43171,21465,210,4,4,False
43172,21466,100,1,1,False
43173,21466,179,2,2,False
43174,21466,246,1,1,False
43175,21467,27,4,4,False
43176,21467,19,1,1,False
43177,21468,328,3,3,False
43178,21469,202,1,1,False
43179,21469,202,1,1,False
43180,21470,84,1,1,False
43181,21470,67,1,1,False
43182,21470,201,1,1,False
43183,21471,129,1,1,False
43184,21471,21,1,1,False
43185,21471,98,1,1,False
43186,21472,23,1,1,False
43187,21473,334,1,1,False
43188,21473,262,1,1,False
43189,21473,188,2,2,False
43190,21474,287,1,1,False
43191,21475,325,3,3,False
43192,21475,263,1,1,False
43193,21475,125,1,1,False
43194,21476,13,3,3,True
43195,21477,259,2,2,False
43196,21477,216,1,1,False
43197,21478,207,1,1,False
43198,21479,380,1,1,False
43199,21479,66,1,1,False
43200,21479,61,1,1,False
43201,21480,276,1,1,False
43202,21481,267,1,1,True
43203,21482,54,1,1,True
43204,21482,352,1,1,True
43205,21482,3,3,3,True
43206,21483,74,1,1,False
43207,21484,230,4,4,False
43208,21484,143,3,3,False
43209,21484,128,1,1,False
43210,21485,244,3,3,False
43211,21485,278,1,1,False
43212,21486,355,1,1,False
43213,21487,211,1,1,False
43214,21487,262,2,2,False
43215,21488,99,1,1,True
43216,21489,193,1,1,False
43217,21489,13,2,2,False
43218,21490,222,4,4,False
43219,21490,201,2,2,False
43220,21490,221,2,2,False
43221,21491,112,1,1,False
43222,21492,243,1,1,False
43223,21492,122,2,2,False
43224,21493,60,1,1,True
43225,21494,292,1,1,False
43226,21494,224,1,1,False
43227,21495,312,4,4,False
43228,21496,86,1,1,False
43229,21496,84,3,3,False
43230,21497,165,3,3,False
43231,21498,378,1,1,False
43232,21498,171,1,1,False
43233,21499,290,1,1,False
43234,21500,292,5,5,False
43235,21500,295,2,2,False
43236,21501,256,1,1,False
43237,21502,258,1,1,False
43238,21502,41,1,1,False
43239,21503,329,2,2,False
43240,21503,35,1,1,False
43241,21503,232,1,1,False
43242,21504,92,1,1,False
43243,21504,17,1,1,False
43244,21504,4,1,1,False
43245,21505,311,1,1,False
43246,21506,212,1,1,False
43247,21506,369,1,1,False
43248,21506,281,2,2,False
43249,21507,82,1,1,False
43250,21507,101,4,4,False
43251,21508,83,1,1,False
43252,21508,337,1,1,False
43253,21508,185,1,1,False
43254,21509,283,3,3,False
43255,21509,343,1,1,False
43256,21509,144,1,1,False
43257,21510,124,1,1,False
43258,21511,4,1,1,False
43259,21511,248,1,1,False
43260,21511,202,1,1,False
43261,21512,336,1,1,True
43262,21513,234,1,1,False
43263,21513,159,1,1,False
43264,21514,339,1,1,False
43265,21514,319,1,1,False
43266,21514,382,1,1,False
43267,21515,76,3,3,False
43268,21516,86,1,1,False
43269,21517,244,1,1,True
43270,21518,247,2,2,True
43271,21518,312,1,1,True
43272,21519,345,1,1,True
43273,21520,237,2,2,False
43274,21521,277,1,1,False
43275,21522,141,1,1,False
43276,21522,35,4,4,False
43277,21522,329,2,2,False
43278,21523,172,1,1,False
43279,21524,227,1,1,False
43280,21525,206,2,2,False
43281,21525,311,1,1,False
43282,21525,3,1,1,False
43283,21526,86,1,1,False
43284,21527,260,1,1,False
43285,21527,321,2,2,False
43286,21527,294,1,1,False
43287,21528,254,1,1,False
43288,21528,93,1,1,False
43289,21529,301,1,1,False
43290,21529,4,2,2,False
43291,21529,63,1,1,False
43292,21530,328,2,2,False
43293,21531,231,1,1,False
43294,21531,22,1,1,False
43295,21531,46,1,1,False
43296,21532,160,1,1,False
43297,21533,117,2,2,False
43298,21533,239,2,2,False
43299,21533,172,2,2,False
43300,21534,77,1,1,False
43301,21534,155,1,1,False
43302,21535,150,1,1,True
43303,21535,228,2,2,True
43304,21536,319,1,1,False
43305,21536,15,2,2,False
43306,21536,317,1,1,False
43307,21537,5,2,2,False
43308,21537,99,1,1,False
43309,21537,48,1,1,False
43310,21538,121,1,1,False
43311,21539,361,1,1,False
43312,21539,188,4,4,False
43313,21539,128,2,2,False
43314,21540,345,1,1,True
43315,21540,17,1,1,True
43316,21541,143,1,1,True
43317,21541,230,2,2,True
43318,21541,9,1,1,True
43319,21542,68,3,3,False
43320,21543,105,1,1,False
43321,21544,301,1,1,False
43322,21544,238,1,1,False
43323,21544,352,5,5,False
43324,21545,122,1,1,False
43325,21545,92,1,1,False
43326,21545,324,1,1,False
43327,21546,245,1,1,True
43328,21546,123,1,1,True
43329,21547,380,2,2,False
43330,21548,278,2,2,False
43331,21549,360,1,1,True
43332,21550,47,1,1,False
43333,21550,222,1,1,False
43334,21551,131,1,1,False
43335,21551,205,3,3,False
43336,21551,307,1,1,False
43337,21552,252,1,1,False
43338,21552,365,2,2,False
43339,21553,189,1,1,False
43340,21553,270,1,1,False
43341,21554,80,1,1,False
43342,21555,131,3,3,True
43343,21556,128,1,1,True
43344,21557,119,2,2,False
43345,21557,274,1,1,False
43346,21557,206,1,1,False
43347,21558,300,2,2,False
43348,21558,113,1,1,False
43349,21559,272,1,1,False
43350,21559,77,1,1,False
43351,21560,319,1,1,False
43352,21561,154,1,1,False
43353,21561,192,2,2,False
43354,21562,5,1,1,False
43355,21562,274,4,4,False
43356,21562,366,1,1,False
43357,21563,4,1,1,True
43358,21563,137,3,3,True
43359,21563,364,5,5,True
43360,21564,156,1,1,False
43361,21564,44,1,1,False
43362,21565,179,1,1,False
43363,21565,12,1,1,False
43364,21565,223,2,2,False
43365,21566,344,1,1,False
43366,21566,205,1,1,False
43367,21567,64,3,3,False
43368,21567,351,1,1,False
43369,21567,361,1,1,False
43370,21568,164,1,1,False
43371,21569,156,2,2,False
43372,21570,28,1,1,True
43373,21571,235,1,1,True
43374,21571,90,3,3,True
43375,21571,246,1,1,True
43376,21572,228,1,1,False
43377,21572,173,1,1,False
43378,21573,162,1,1,True
43379,21573,74,1,1,True
43380,21573,337,5,5,True
43381,21574,290,1,1,False
43382,21575,246,1,1,False
43383,21575,225,1,1,False
43384,21576,370,3,3,False
43385,21576,380,1,1,False
43386,21576,55,1,1,False
43387,21577,58,4,4,False
43388,21577,261,1,1,False
43389,21578,156,1,1,True
43390,21578,254,1,1,True
43391,21579,142,1,1,False
43392,21580,370,2,2,False
43393,21581,188,2,2,True
43394,21582,283,1,1,False
43395,21582,264,1,1,False
43396,21582,177,1,1,False
43397,21583,286,1,1,True
43398,21583,108,1,1,True
43399,21584,221,1,1,True
43400,21585,250,1,1,False
43401,21585,18,4,4,False
43402,21585,140,1,1,False
43403,21586,179,2,2,False
43404,21587,167,1,1,False
43405,21587,208,1,1,False
43406,21588,184,1,1,False
43407,21589,205,2,2,False
43408,21589,243,4,4,False
43409,21589,223,1,1,False
43410,21590,269,1,1,False
43411,21591,362,1,1,True
43412,21591,109,1,1,True
43413,21592,168,1,1,False
43414,21593,162,1,1,False
43415,21593,79,2,2,False
43416,21593,112,3,3,False
43417,21594,251,1,1,False
43418,21595,103,1,1,False
43419,21596,340,1,1,False
43420,21597,195,2,2,False
43421,21597,355,1,1,False
43422,21597,263,2,2,False
43423,21598,279,1,1,False
43424,21599,42,3,3,False
43425,21599,246,2,2,False
43426,21600,371,2,2,True
43427,21601,371,1,1,False
43428,21601,338,3,3,False
