id_transport_log,id_warehouse,id_store,id_suppliers,journey_status,ts_stock_shipped,ts_stock_received,ts_last_update,id_dim_date_stock_shipped,id_dim_date_stock_received,id_dim_date_last_update
39726,WH03,ST103,6,On-Time,14:08:46,14:08:46,14:08:46,20251103,20251106,20251106
39727,WH04,ST004,7,On-Time,14:09:22,14:09:22,14:09:22,20251103,20251106,20251106
39728,WH04,ST104,8,Late,14:09:59,14:09:59,14:09:59,20251103,20251107,20251107
39729,WH05,ST005,9,On-Time,14:10:35,14:10:35,14:10:35,20251103,20251106,20251106
39730,WH05,ST105,10,On-Time,14:11:12,14:11:12,14:11:12,20251103,20251106,20251106
39731,WH06,ST006,11,On-Time,14:11:48,14:11:48,14:11:48,20251103,20251106,20251106
39732,WH06,ST106,12,On-Time,14:12:25,14:12:25,14:12:25,20251103,20251106,20251106
39733,WH07,ST007,13,On-Time,14:13:01,14:13:01,14:13:01,20251103,20251106,20251106
39734,WH07,ST107,14,On-Time,14:13:38,14:13:38,14:13:38,20251103,20251106,20251106
39735,WH08,ST008,15,Late,14:14:14,14:14:14,14:14:14,20251103,20251107,20251107
39736,WH08,ST108,16,On-Time,14:14:51,14:14:51,14:14:51,20251103,20251106,20251106
39737,WH09,ST009,17,On-Time,14:15:27,14:15:27,14:15:27,20251103,20251106,20251106
39738,WH09,ST109,18,Late,14:16:04,14:16:04,14:16:04,20251103,20251107,20251107
39739,WH10,ST010,19,On-Time,14:16:41,14:16:41,14:16:41,20251103,20251106,20251106
39740,WH10,ST110,20,On-Time,14:17:17,14:17:17,14:17:17,20251103,20251106,20251106
39741,WH11,ST011,1,On-Time,14:17:54,14:17:54,14:17:54,20251103,20251106,20251106
39742,WH11,ST111,2,On-Time,14:18:30,14:18:30,14:18:30,20251103,20251106,20251106
39743,WH12,ST012,3,On-Time,14:19:07,14:19:07,14:19:07,20251103,20251106,20251106
39744,WH12,ST112,4,On-Time,14:19:43,14:19:43,14:19:43,20251103,20251106,20251106
39745,WH13,ST013,5,On-Time,14:20:20,14:20:20,14:20:20,20251103,20251106,20251106
39746,WH13,ST113,6,Late,14:20:56,14:20:56,14:20:56,20251103,20251107,20251107
39747,WH14,ST014,7,On-Time,14:21:33,14:21:33,14:21:33,20251103,20251106,20251106
39748,WH14,ST114,8,On-Time,14:22:09,14:22:09,14:22:09,20251103,20251106,20251106
39749,WH15,ST015,9,Late,14:22:46,14:22:46,14:22:46,20251103,20251107,20251107
39750,WH15,ST115,10,On-Time,14:23:22,14:23:22,14:23:22,20251103,20251106,20251106
39751,WH16,ST016,11,Late,14:23:59,14:23:59,14:23:59,20251103,20251107,20251107
39752,WH16,ST116,12,On-Time,14:24:35,14:24:35,14:24:35,20251103,20251106,20251106
39753,WH17,ST017,13,On-Time,14:25:12,14:25:12,14:25:12,20251103,20251106,20251106
39754,WH17,ST117,14,On-Time,14:25:48,14:25:48,14:25:48,20251103,20251106,20251106
39755,WH18,ST018,15,On-Time,14:26:25,14:26:25,14:26:25,20251103,20251106,20251106
39756,WH18,ST118,16,On-Time,14:27:02,14:27:02,14:27:02,20251103,20251106,20251106
39757,WH19,ST019,17,On-Time,14:27:38,14:27:38,14:27:38,20251103,20251106,20251106
39758,WH19,ST119,18,On-Time,14:28:15,14:28:15,14:28:15,20251103,20251106,20251106
39759,WH20,ST020,19,On-Time,14:28:51,14:28:51,14:28:51,20251103,20251106,20251106
39760,WH20,ST120,20,On-Time,14:29:28,14:29:28,14:29:28,20251103,20251106,20251106
39761,WH01,ST001,1,On-Time,14:30:04,14:30:04,14:30:04,20251103,20251106,20251106
39762,WH01,ST101,2,Late,14:30:41,14:30:41,14:30:41,20251103,20251107,20251107
39763,WH02,ST002,3,On-Time,14:31:17,14:31:17,14:31:17,20251103,20251106,20251106
39764,WH02,ST102,4,On-Time,14:31:54,14:31:54,14:31:54,20251103,20251106,20251106
39765,WH03,ST003,5,On-Time,14:32:30,14:32:30,14:32:30,20251103,20251106,20251106
39766,WH03,ST103,6,On-Time,14:33:07,14:33:07,14:33:07,20251103,20251106,20251106
39767,WH04,ST004,7,On-Time,14:33:43,14:33:43,14:33:43,20251103,20251106,20251106
39768,WH04,ST104,8,On-Time,14:34:20,14:34:20,14:34:20,20251103,20251106,20251106
39769,WH05,ST005,9,On-Time,14:34:56,14:34:56,14:34:56,20251103,20251106,20251106
39770,WH05,ST105,10,On-Time,14:35:33,14:35:33,14:35:33,20251103,20251106,20251106
39771,WH06,ST006,11,On-Time,14:36:10,14:36:10,14:36:10,20251103,20251106,20251106
39772,WH06,ST106,12,On-Time,14:36:46,14:36:46,14:36:46,20251103,20251106,20251106
39773,WH07,ST007,13,On-Time,14:37:23,14:37:23,14:37:23,20251103,20251106,20251106
39774,WH07,ST107,14,Late,14:37:59,14:37:59,14:37:59,20251103,20251107,20251107
39775,WH08,ST008,15,On-Time,14:38:36,14:38:36,14:38:36,20251103,20251106,20251106
39776,WH08,ST108,16,On-Time,14:39:12,14:39:12,14:39:12,20251103,20251106,20251106
39777,WH09,ST009,17,On-Time,14:39:49,14:39:49,14:39:49,20251103,20251106,20251106
39778,WH09,ST109,18,On-Time,14:40:25,14:40:25,14:40:25,20251103,20251106,20251106
39779,WH10,ST010,19,On-Time,14:41:02,14:41:02,14:41:02,20251103,20251106,20251106
39780,WH10,ST110,20,On-Time,14:41:38,14:41:38,14:41:38,20251103,20251106,20251106
39781,WH11,ST011,1,On-Time,14:42:15,14:42:15,14:42:15,20251103,20251106,20251106
39782,WH11,ST111,2,Late,14:42:51,14:42:51,14:42:51,20251103,20251107,20251107
39783,WH12,ST012,3,On-Time,14:43:28,14:43:28,14:43:28,20251103,20251106,20251106
39784,WH12,ST112,4,On-Time,14:44:04,14:44:04,14:44:04,20251103,20251106,20251106
39785,WH13,ST013,5,Late,14:44:41,14:44:41,14:44:41,20251103,20251107,20251107
39786,WH13,ST113,6,On-Time,14:45:18,14:45:18,14:45:18,20251103,20251106,20251106
39787,WH14,ST014,7,On-Time,14:45:54,14:45:54,14:45:54,20251103,20251106,20251106
39788,WH14,ST114,8,Late,14:46:31,14:46:31,14:46:31,20251103,20251107,20251107
39789,WH15,ST015,9,On-Time,14:47:07,14:47:07,14:47:07,20251103,20251106,20251106
39790,WH15,ST115,10,On-Time,14:47:44,14:47:44,14:47:44,20251103,20251106,20251106
39791,WH16,ST016,11,On-Time,14:48:20,14:48:20,14:48:20,20251103,20251106,20251106
39792,WH16,ST116,12,On-Time,14:48:57,14:48:57,14:48:57,20251103,20251106,20251106
39793,WH17,ST017,13,On-Time,14:49:33,14:49:33,14:49:33,20251103,20251106,20251106
39794,WH17,ST117,14,On-Time,14:50:10,14:50:10,14:50:10,20251103,20251106,20251106
39795,WH18,ST018,15,On-Time,14:50:46,14:50:46,14:50:46,20251103,20251106,20251106
39796,WH18,ST118,16,On-Time,14:51:23,14:51:23,14:51:23,20251103,20251106,20251106
39797,WH19,ST019,17,Late,14:51:59,14:51:59,14:51:59,20251103,20251107,20251107
39798,WH19,ST119,18,On-Time,14:52:36,14:52:36,14:52:36,20251103,20251106,20251106
39799,WH20,ST020,19,On-Time,14:53:12,14:53:12,14:53:12,20251103,20251106,20251106
39800,WH20,ST120,20,On-Time,14:53:49,14:53:49,14:53:49,20251103,20251106,20251106
39801,WH01,ST001,1,On-Time,14:54:26,14:54:26,14:54:26,20251103,20251106,20251106
39802,WH01,ST101,2,On-Time,14:55:02,14:55:02,14:55:02,20251103,20251106,20251106
39803,WH02,ST002,3,On-Time,14:55:39,14:55:39,14:55:39,20251103,20251106,20251106
39804,WH02,ST102,4,On-Time,14:56:15,14:56:15,14:56:15,20251103,20251106,20251106
39805,WH03,ST003,5,On-Time,14:56:52,14:56:52,14:56:52,20251103,20251106,20251106
39806,WH03,ST103,6,On-Time,14:57:28,14:57:28,14:57:28,20251103,20251106,20251106
39807,WH04,ST004,7,On-Time,14:58:05,14:58:05,14:58:05,20251103,20251106,20251106
39808,WH04,ST104,8,On-Time,14:58:41,14:58:41,14:58:41,20251103,20251106,20251106
39809,WH05,ST005,9,Late,14:59:18,14:59:18,14:59:18,20251103,20251108,20251108
39810,WH05,ST105,10,On-Time,14:59:54,14:59:54,14:59:54,20251103,20251106,20251106
39811,WH06,ST006,11,On-Time,15:00:31,15:00:31,15:00:31,20251103,20251106,20251106
39812,WH06,ST106,12,On-Time,15:01:07,15:01:07,15:01:07,20251103,20251106,20251106
39813,WH07,ST007,13,On-Time,15:01:44,15:01:44,15:01:44,20251103,20251106,20251106
39814,WH07,ST107,14,On-Time,15:02:20,15:02:20,15:02:20,20251103,20251106,20251106
39815,WH08,ST008,15,On-Time,15:02:57,15:02:57,15:02:57,20251103,20251106,20251106
39816,WH08,ST108,16,On-Time,15:03:34,15:03:34,15:03:34,20251103,20251106,20251106
39817,WH09,ST009,17,On-Time,15:04:10,15:04:10,15:04:10,20251103,20251106,20251106
39818,WH09,ST109,18,On-Time,15:04:47,15:04:47,15:04:47,20251103,20251106,20251106
39819,WH10,ST010,19,On-Time,15:05:23,15:05:23,15:05:23,20251103,20251106,20251106
39820,WH10,ST110,20,On-Time,15:06:00,15:06:00,15:06:00,20251103,20251106,20251106
39821,WH11,ST011,1,On-Time,15:06:36,15:06:36,15:06:36,20251103,20251106,20251106
39822,WH11,ST111,2,On-Time,15:07:13,15:07:13,15:07:13,20251103,20251106,20251106
39823,WH12,ST012,3,On-Time,15:07:49,15:07:49,15:07:49,20251103,20251106,20251106
39824,WH12,ST112,4,On-Time,15:08:26,15:08:26,15:08:26,20251103,20251106,20251106
39825,WH13,ST013,5,On-Time,15:09:02,15:09:02,15:09:02,20251103,20251106,20251106
39826,WH13,ST113,6,On-Time,15:09:39,15:09:39,15:09:39,20251103,20251106,20251106
39827,WH14,ST014,7,On-Time,15:10:15,15:10:15,15:10:15,20251103,20251106,20251106
39828,WH14,ST114,8,On-Time,15:10:52,15:10:52,15:10:52,20251103,20251106,20251106
39829,WH15,ST015,9,On-Time,15:11:28,15:11:28,15:11:28,20251103,20251106,20251106
39830,WH15,ST115,10,On-Time,15:12:05,15:12:05,15:12:05,20251103,20251106,20251106
39831,WH16,ST016,11,On-Time,15:12:41,15:12:41,15:12:41,20251103,20251106,20251106
39832,WH16,ST116,12,On-Time,15:13:18,15:13:18,15:13:18,20251103,20251106,20251106
39833,WH17,ST017,13,On-Time,15:13:55,15:13:55,15:13:55,20251103,20251106,20251106
39834,WH17,ST117,14,On-Time,15:14:31,15:14:31,15:14:31,20251103,20251106,20251106
39835,WH18,ST018,15,On-Time,15:15:08,15:15:08,15:15:08,20251103,20251106,20251106
39836,WH18,ST118,16,On-Time,15:15:44,15:15:44,15:15:44,20251103,20251106,20251106
39837,WH19,ST019,17,On-Time,15:16:21,15:16:21,15:16:21,20251103,20251106,20251106
39838,WH19,ST119,18,On-Time,15:16:57,15:16:57,15:16:57,20251103,20251106,20251106
39839,WH20,ST020,19,Late,15:17:34,15:17:34,15:17:34,20251103,20251107,20251107
39840,WH20,ST120,20,On-Time,15:18:10,15:18:10,15:18:10,20251103,20251106,20251106
39841,WH01,ST001,1,On-Time,15:18:47,15:18:47,15:18:47,20251103,20251106,20251106
39842,WH01,ST101,2,On-Time,15:19:23,15:19:23,15:19:23,20251103,20251106,20251106
39843,WH02,ST002,3,On-Time,15:20:00,15:20:00,15:20:00,20251103,20251106,20251106
39844,WH02,ST102,4,On-Time,15:20:36,15:20:36,15:20:36,20251103,20251106,20251106
39845,WH03,ST003,5,On-Time,15:21:13,15:21:13,15:21:13,20251103,20251106,20251106
39846,WH03,ST103,6,Late,15:21:49,15:21:49,15:21:49,20251103,20251107,20251107
39847,WH04,ST004,7,On-Time,15:22:26,15:22:26,15:22:26,20251103,20251106,20251106
39848,WH04,ST104,8,On-Time,15:23:03,15:23:03,15:23:03,20251103,20251106,20251106
39849,WH05,ST005,9,On-Time,15:23:39,15:23:39,15:23:39,20251103,20251106,20251106
39850,WH05,ST105,10,Late,15:24:16,15:24:16,15:24:16,20251103,20251107,20251107
39851,WH06,ST006,11,On-Time,15:24:52,15:24:52,15:24:52,20251103,20251106,20251106
39852,WH06,ST106,12,On-Time,15:25:29,15:25:29,15:25:29,20251103,20251106,20251106
39853,WH07,ST007,13,On-Time,15:26:05,15:26:05,15:26:05,20251103,20251106,20251106
39854,WH07,ST107,14,Late,15:26:42,15:26:42,15:26:42,20251103,20251107,20251107
39855,WH08,ST008,15,Late,15:27:18,15:27:18,15:27:18,20251103,20251107,20251107
39856,WH08,ST108,16,On-Time,15:27:55,15:27:55,15:27:55,20251103,20251106,20251106
39857,WH09,ST009,17,On-Time,15:28:31,15:28:31,15:28:31,20251103,20251106,20251106
39858,WH09,ST109,18,Late,15:29:08,15:29:08,15:29:08,20251103,20251107,20251107
39859,WH10,ST010,19,On-Time,15:29:44,15:29:44,15:29:44,20251103,20251106,20251106
39860,WH10,ST110,20,On-Time,15:30:21,15:30:21,15:30:21,20251103,20251106,20251106
39861,WH11,ST011,1,On-Time,15:30:57,15:30:57,15:30:57,20251103,20251106,20251106
39862,WH11,ST111,2,On-Time,15:31:34,15:31:34,15:31:34,20251103,20251106,20251106
39863,WH12,ST012,3,On-Time,15:32:11,15:32:11,15:32:11,20251103,20251106,20251106
39864,WH12,ST112,4,Late,15:32:47,15:32:47,15:32:47,20251103,20251107,20251107
39865,WH13,ST013,5,On-Time,15:33:24,15:33:24,15:33:24,20251103,20251106,20251106
39866,WH13,ST113,6,On-Time,15:34:00,15:34:00,15:34:00,20251103,20251106,20251106
39867,WH14,ST014,7,On-Time,15:34:37,15:34:37,15:34:37,20251103,20251106,20251106
39868,WH14,ST114,8,On-Time,15:35:13,15:35:13,15:35:13,20251103,20251106,20251106
39869,WH15,ST015,9,On-Time,15:35:50,15:35:50,15:35:50,20251103,20251106,20251106
39870,WH15,ST115,10,Late,15:36:26,15:36:26,15:36:26,20251103,20251107,20251107
39871,WH16,ST016,11,On-Time,15:37:03,15:37:03,15:37:03,20251103,20251106,20251106
39872,WH16,ST116,12,On-Time,15:37:39,15:37:39,15:37:39,20251103,20251106,20251106
39873,WH17,ST017,13,On-Time,15:38:16,15:38:16,15:38:16,20251103,20251106,20251106
39874,WH17,ST117,14,On-Time,15:38:52,15:38:52,15:38:52,20251103,20251106,20251106
39875,WH18,ST018,15,On-Time,15:39:29,15:39:29,15:39:29,20251103,20251106,20251106
39876,WH18,ST118,16,On-Time,15:40:05,15:40:05,15:40:05,20251103,20251106,20251106
39877,WH19,ST019,17,On-Time,15:40:42,15:40:42,15:40:42,20251103,20251106,20251106
39878,WH19,ST119,18,On-Time,15:41:19,15:41:19,15:41:19,20251103,20251106,20251106
39879,WH20,ST020,19,On-Time,15:41:55,15:41:55,15:41:55,20251103,20251106,20251106
39880,WH20,ST120,20,Late,15:42:32,15:42:32,15:42:32,20251103,20251107,20251107
39881,WH01,ST001,1,On-Time,15:43:08,15:43:08,15:43:08,20251103,20251106,20251106
39882,WH01,ST101,2,On-Time,15:43:45,15:43:45,15:43:45,20251103,20251106,20251106
39883,WH02,ST002,3,On-Time,15:44:21,15:44:21,15:44:21,20251103,20251106,20251106
39884,WH02,ST102,4,On-Time,15:44:58,15:44:58,15:44:58,20251103,20251106,20251106
39885,WH03,ST003,5,Late,15:45:34,15:45:34,15:45:34,20251103,20251107,20251107
39886,WH03,ST103,6,On-Time,15:46:11,15:46:11,15:46:11,20251103,20251106,20251106
39887,WH04,ST004,7,On-Time,15:46:47,15:46:47,15:46:47,20251103,20251106,20251106
39888,WH04,ST104,8,On-Time,15:47:24,15:47:24,15:47:24,20251103,20251106,20251106
39889,WH05,ST005,9,On-Time,15:48:00,15:48:00,15:48:00,20251103,20251106,20251106
39890,WH05,ST105,10,Late,15:48:37,15:48:37,15:48:37,20251103,20251107,20251107
39891,WH06,ST006,11,On-Time,15:49:13,15:49:13,15:49:13,20251103,20251106,20251106
39892,WH06,ST106,12,On-Time,15:49:50,15:49:50,15:49:50,20251103,20251106,20251106
39893,WH07,ST007,13,On-Time,15:50:26,15:50:26,15:50:26,20251103,20251106,20251106
39894,WH07,ST107,14,Late,15:51:03,15:51:03,15:51:03,20251103,20251107,20251107
39895,WH08,ST008,15,On-Time,15:51:40,15:51:40,15:51:40,20251103,20251106,20251106
39896,WH08,ST108,16,On-Time,15:52:16,15:52:16,15:52:16,20251103,20251106,20251106
39897,WH09,ST009,17,On-Time,15:52:53,15:52:53,15:52:53,20251103,20251106,20251106
39898,WH09,ST109,18,On-Time,15:53:29,15:53:29,15:53:29,20251103,20251106,20251106
39899,WH10,ST010,19,On-Time,15:54:06,15:54:06,15:54:06,20251103,20251106,20251106
39900,WH10,ST110,20,On-Time,15:54:42,15:54:42,15:54:42,20251103,20251106,20251106
39901,WH11,ST011,1,On-Time,15:55:19,15:55:19,15:55:19,20251103,20251106,20251106
39902,WH11,ST111,2,On-Time,15:55:55,15:55:55,15:55:55,20251103,20251106,20251106
39903,WH12,ST012,3,On-Time,15:56:32,15:56:32,15:56:32,20251103,20251106,20251106
39904,WH12,ST112,4,On-Time,15:57:08,15:57:08,15:57:08,20251103,20251106,20251106
39905,WH13,ST013,5,On-Time,15:57:45,15:57:45,15:57:45,20251103,20251106,20251106
39906,WH13,ST113,6,Late,15:58:21,15:58:21,15:58:21,20251103,20251107,20251107
39907,WH14,ST014,7,On-Time,15:58:58,15:58:58,15:58:58,20251103,20251106,20251106
39908,WH14,ST114,8,On-Time,15:59:34,15:59:34,15:59:34,20251103,20251106,20251106
39909,WH15,ST015,9,On-Time,16:00:11,16:00:11,16:00:11,20251103,20251106,20251106
39910,WH15,ST115,10,Late,16:00:48,16:00:48,16:00:48,20251103,20251108,20251108
39911,WH16,ST016,11,On-Time,16:01:24,16:01:24,16:01:24,20251103,20251106,20251106
39912,WH16,ST116,12,On-Time,16:02:01,16:02:01,16:02:01,20251103,20251106,20251106
39913,WH17,ST017,13,On-Time,16:02:37,16:02:37,16:02:37,20251103,20251106,20251106
39914,WH17,ST117,14,On-Time,16:03:14,16:03:14,16:03:14,20251103,20251106,20251106
39915,WH18,ST018,15,On-Time,16:03:50,16:03:50,16:03:50,20251103,20251106,20251106
39916,WH18,ST118,16,On-Time,16:04:27,16:04:27,16:04:27,20251103,20251106,20251106
39917,WH19,ST019,17,On-Time,16:05:03,16:05:03,16:05:03,20251103,20251106,20251106
39918,WH19,ST119,18,On-Time,16:05:40,16:05:40,16:05:40,20251103,20251106,20251106
39919,WH20,ST020,19,On-Time,16:06:16,16:06:16,16:06:16,20251103,20251106,20251106
39920,WH20,ST120,20,On-Time,16:06:53,16:06:53,16:06:53,20251103,20251106,20251106
39921,WH01,ST001,1,On-Time,16:07:29,16:07:29,16:07:29,20251103,20251106,20251106
39922,WH01,ST101,2,On-Time,16:08:06,16:08:06,16:08:06,20251103,20251106,20251106
39923,WH02,ST002,3,On-Time,16:08:42,16:08:42,16:08:42,20251103,20251106,20251106
39924,WH02,ST102,4,On-Time,16:09:19,16:09:19,16:09:19,20251103,20251106,20251106
39925,WH03,ST003,5,On-Time,16:09:56,16:09:56,16:09:56,20251103,20251106,20251106
39926,WH03,ST103,6,Late,16:10:32,16:10:32,16:10:32,20251103,20251107,20251107
39927,WH04,ST004,7,On-Time,16:11:09,16:11:09,16:11:09,20251103,20251106,20251106
39928,WH04,ST104,8,On-Time,16:11:45,16:11:45,16:11:45,20251103,20251106,20251106
39929,WH05,ST005,9,On-Time,16:12:22,16:12:22,16:12:22,20251103,20251106,20251106
39930,WH05,ST105,10,On-Time,16:12:58,16:12:58,16:12:58,20251103,20251106,20251106
39931,WH06,ST006,11,On-Time,16:13:35,16:13:35,16:13:35,20251103,20251106,20251106
39932,WH06,ST106,12,On-Time,16:14:11,16:14:11,16:14:11,20251103,20251106,20251106
39933,WH07,ST007,13,On-Time,16:14:48,16:14:48,16:14:48,20251103,20251106,20251106
39934,WH07,ST107,14,On-Time,16:15:24,16:15:24,16:15:24,20251103,20251106,20251106
39935,WH08,ST008,15,On-Time,16:16:01,16:16:01,16:16:01,20251103,20251106,20251106
39936,WH08,ST108,16,On-Time,16:16:37,16:16:37,16:16:37,20251103,20251106,20251106
39937,WH09,ST009,17,Late,16:17:14,16:17:14,16:17:14,20251103,20251107,20251107
39938,WH09,ST109,18,Late,16:17:50,16:17:50,16:17:50,20251103,20251107,20251107
39939,WH10,ST010,19,On-Time,16:18:27,16:18:27,16:18:27,20251103,20251106,20251106
39940,WH10,ST110,20,On-Time,16:19:04,16:19:04,16:19:04,20251103,20251106,20251106
39941,WH11,ST011,1,On-Time,16:19:40,16:19:40,16:19:40,20251103,20251106,20251106
39942,WH11,ST111,2,On-Time,16:20:17,16:20:17,16:20:17,20251103,20251106,20251106
39943,WH12,ST012,3,On-Time,16:20:53,16:20:53,16:20:53,20251103,20251106,20251106
39944,WH12,ST112,4,On-Time,16:21:30,16:21:30,16:21:30,20251103,20251106,20251106
39945,WH13,ST013,5,On-Time,16:22:06,16:22:06,16:22:06,20251103,20251106,20251106
39946,WH13,ST113,6,On-Time,16:22:43,16:22:43,16:22:43,20251103,20251106,20251106
39947,WH14,ST014,7,On-Time,16:23:19,16:23:19,16:23:19,20251103,20251106,20251106
39948,WH14,ST114,8,On-Time,16:23:56,16:23:56,16:23:56,20251103,20251106,20251106
39949,WH15,ST015,9,On-Time,16:24:32,16:24:32,16:24:32,20251103,20251106,20251106
39950,WH15,ST115,10,On-Time,16:25:09,16:25:09,16:25:09,20251103,20251106,20251106
39951,WH16,ST016,11,On-Time,16:25:45,16:25:45,16:25:45,20251103,20251106,20251106
39952,WH16,ST116,12,On-Time,16:26:22,16:26:22,16:26:22,20251103,20251106,20251106
39953,WH17,ST017,13,On-Time,16:26:58,16:26:58,16:26:58,20251103,20251106,20251106
39954,WH17,ST117,14,On-Time,16:27:35,16:27:35,16:27:35,20251103,20251106,20251106
39955,WH18,ST018,15,On-Time,16:28:11,16:28:11,16:28:11,20251103,20251106,20251106
39956,WH18,ST118,16,On-Time,16:28:48,16:28:48,16:28:48,20251103,20251106,20251106
39957,WH19,ST019,17,On-Time,16:29:25,16:29:25,16:29:25,20251103,20251106,20251106
39958,WH19,ST119,18,On-Time,16:30:01,16:30:01,16:30:01,20251103,20251106,20251106
39959,WH20,ST020,19,On-Time,16:30:38,16:30:38,16:30:38,20251103,20251106,20251106
39960,WH20,ST120,20,On-Time,16:31:14,16:31:14,16:31:14,20251103,20251106,20251106
39961,WH01,ST001,1,On-Time,16:31:51,16:31:51,16:31:51,20251103,20251106,20251106
39962,WH01,ST101,2,On-Time,16:32:27,16:32:27,16:32:27,20251103,20251106,20251106
39963,WH02,ST002,3,On-Time,16:33:04,16:33:04,16:33:04,20251103,20251106,20251106
39964,WH02,ST102,4,On-Time,16:33:40,16:33:40,16:33:40,20251103,20251106,20251106
39965,WH03,ST003,5,On-Time,16:34:17,16:34:17,16:34:17,20251103,20251106,20251106
39966,WH03,ST103,6,On-Time,16:34:53,16:34:53,16:34:53,20251103,20251106,20251106
39967,WH04,ST004,7,On-Time,16:35:30,16:35:30,16:35:30,20251103,20251106,20251106
39968,WH04,ST104,8,On-Time,16:36:06,16:36:06,16:36:06,20251103,20251106,20251106
39969,WH05,ST005,9,On-Time,16:36:43,16:36:43,16:36:43,20251103,20251106,20251106
39970,WH05,ST105,10,On-Time,16:37:19,16:37:19,16:37:19,20251103,20251106,20251106
39971,WH06,ST006,11,On-Time,16:37:56,16:37:56,16:37:56,20251103,20251106,20251106
39972,WH06,ST106,12,Late,16:38:33,16:38:33,16:38:33,20251103,20251107,20251107
39973,WH07,ST007,13,On-Time,16:39:09,16:39:09,16:39:09,20251103,20251106,20251106
39974,WH07,ST107,14,On-Time,16:39:46,16:39:46,16:39:46,20251103,20251106,20251106
39975,WH08,ST008,15,On-Time,16:40:22,16:40:22,16:40:22,20251103,20251106,20251106
39976,WH08,ST108,16,Late,16:40:59,16:40:59,16:40:59,20251103,20251107,20251107
39977,WH09,ST009,17,On-Time,16:41:35,16:41:35,16:41:35,20251103,20251106,20251106
39978,WH09,ST109,18,Late,16:42:12,16:42:12,16:42:12,20251103,20251107,20251107
39979,WH10,ST010,19,On-Time,16:42:48,16:42:48,16:42:48,20251103,20251106,20251106
39980,WH10,ST110,20,Late,16:43:25,16:43:25,16:43:25,20251103,20251108,20251108
39981,WH11,ST011,1,On-Time,16:44:01,16:44:01,16:44:01,20251103,20251106,20251106
39982,WH11,ST111,2,On-Time,16:44:38,16:44:38,16:44:38,20251103,20251106,20251106
39983,WH12,ST012,3,On-Time,16:45:14,16:45:14,16:45:14,20251103,20251106,20251106
39984,WH12,ST112,4,On-Time,16:45:51,16:45:51,16:45:51,20251103,20251106,20251106
39985,WH13,ST013,5,On-Time,16:46:27,16:46:27,16:46:27,20251103,20251106,20251106
39986,WH13,ST113,6,On-Time,16:47:04,16:47:04,16:47:04,20251103,20251106,20251106
39987,WH14,ST014,7,On-Time,16:47:41,16:47:41,16:47:41,20251103,20251106,20251106
39988,WH14,ST114,8,On-Time,16:48:17,16:48:17,16:48:17,20251103,20251106,20251106
39989,WH15,ST015,9,On-Time,16:48:54,16:48:54,16:48:54,20251103,20251106,20251106
39990,WH15,ST115,10,On-Time,16:49:30,16:49:30,16:49:30,20251103,20251106,20251106
39991,WH16,ST016,11,On-Time,16:50:07,16:50:07,16:50:07,20251103,20251106,20251106
39992,WH16,ST116,12,On-Time,16:50:43,16:50:43,16:50:43,20251103,20251106,20251106
39993,WH17,ST017,13,Late,16:51:20,16:51:20,16:51:20,20251103,20251108,20251108
39994,WH17,ST117,14,On-Time,16:51:56,16:51:56,16:51:56,20251103,20251106,20251106
39995,WH18,ST018,15,On-Time,16:52:33,16:52:33,16:52:33,20251103,20251106,20251106
39996,WH18,ST118,16,On-Time,16:53:09,16:53:09,16:53:09,20251103,20251106,20251106
39997,WH19,ST019,17,On-Time,16:53:46,16:53:46,16:53:46,20251103,20251106,20251106
39998,WH19,ST119,18,On-Time,16:54:22,16:54:22,16:54:22,20251103,20251106,20251106
39999,WH20,ST020,19,On-Time,16:54:59,16:54:59,16:54:59,20251103,20251106,20251106
40000,WH20,ST120,20,On-Time,16:55:35,16:55:35,16:55:35,20251103,20251106,20251106
40001,WH01,ST001,1,On-Time,16:56:12,16:56:12,16:56:12,20251103,20251106,20251106
40002,WH01,ST101,2,On-Time,16:56:49,16:56:49,16:56:49,20251103,20251106,20251106
40003,WH02,ST002,3,On-Time,16:57:25,16:57:25,16:57:25,20251103,20251106,20251106
40004,WH02,ST102,4,On-Time,16:58:02,16:58:02,16:58:02,20251103,20251106,20251106
40005,WH03,ST003,5,On-Time,16:58:38,16:58:38,16:58:38,20251103,20251106,20251106
40006,WH03,ST103,6,On-Time,16:59:15,16:59:15,16:59:15,20251103,20251106,20251106
40007,WH04,ST004,7,On-Time,16:59:51,16:59:51,16:59:51,20251103,20251106,20251106
40008,WH04,ST104,8,Late,17:00:28,17:00:28,17:00:28,20251103,20251107,20251107
40009,WH05,ST005,9,On-Time,17:01:04,17:01:04,17:01:04,20251103,20251106,20251106
40010,WH05,ST105,10,On-Time,17:01:41,17:01:41,17:01:41,20251103,20251106,20251106
40011,WH06,ST006,11,Late,17:02:17,17:02:17,17:02:17,20251103,20251107,20251107
40012,WH06,ST106,12,On-Time,17:02:54,17:02:54,17:02:54,20251103,20251106,20251106
40013,WH07,ST007,13,On-Time,17:03:30,17:03:30,17:03:30,20251103,20251106,20251106
40014,WH07,ST107,14,On-Time,17:04:07,17:04:07,17:04:07,20251103,20251106,20251106
40015,WH08,ST008,15,On-Time,17:04:43,17:04:43,17:04:43,20251103,20251106,20251106
40016,WH08,ST108,16,On-Time,17:05:20,17:05:20,17:05:20,20251103,20251106,20251106
